season,episode,scene,speaker1,speaker2,speaker_pair,num_speaker_pairs,interaction_factor
5,1,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
5,1,1,Judy Geller,Emily Waltham,Judy Geller-Emily Waltham,15,0.06666666666666667
5,1,1,Emily Waltham,Joey Tribbiani,Emily Waltham-Joey Tribbiani,15,0.06666666666666667
5,1,1,Chandler Bing,Emily Waltham,Chandler Bing-Emily Waltham,15,0.06666666666666667
5,1,1,Judy Geller,Joey Tribbiani,Judy Geller-Joey Tribbiani,15,0.06666666666666667
5,1,1,Chandler Bing,Judy Geller,Chandler Bing-Judy Geller,15,0.06666666666666667
5,1,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
5,1,2,Emily Waltham,Joey Tribbiani,Emily Waltham-Joey Tribbiani,36,0.027777777777777776
5,1,2,Ross Geller,Emily Waltham,Ross Geller-Emily Waltham,36,0.027777777777777776
5,1,2,Emily Waltham,Jack Geller,Emily Waltham-Jack Geller,36,0.027777777777777776
5,1,2,Phoebe Buffay,Emily Waltham,Phoebe Buffay-Emily Waltham,36,0.027777777777777776
5,1,2,Chandler Bing,Emily Waltham,Chandler Bing-Emily Waltham,36,0.027777777777777776
5,1,2,Monica Geller,Emily Waltham,Monica Geller-Emily Waltham,36,0.027777777777777776
5,1,2,Rachel Green,Emily Waltham,Rachel Green-Emily Waltham,36,0.027777777777777776
5,1,2,Judy Geller,Emily Waltham,Judy Geller-Emily Waltham,36,0.027777777777777776
5,1,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,36,0.027777777777777776
5,1,2,Jack Geller,Joey Tribbiani,Jack Geller-Joey Tribbiani,36,0.027777777777777776
5,1,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,36,0.027777777777777776
5,1,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,36,0.027777777777777776
5,1,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,36,0.027777777777777776
5,1,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,36,0.027777777777777776
5,1,2,Judy Geller,Joey Tribbiani,Judy Geller-Joey Tribbiani,36,0.027777777777777776
5,1,2,Ross Geller,Jack Geller,Ross Geller-Jack Geller,36,0.027777777777777776
5,1,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,36,0.027777777777777776
5,1,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,36,0.027777777777777776
5,1,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,36,0.027777777777777776
5,1,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,36,0.027777777777777776
5,1,2,Judy Geller,Ross Geller,Judy Geller-Ross Geller,36,0.027777777777777776
5,1,2,Phoebe Buffay,Jack Geller,Phoebe Buffay-Jack Geller,36,0.027777777777777776
5,1,2,Chandler Bing,Jack Geller,Chandler Bing-Jack Geller,36,0.027777777777777776
5,1,2,Monica Geller,Jack Geller,Monica Geller-Jack Geller,36,0.027777777777777776
5,1,2,Rachel Green,Jack Geller,Rachel Green-Jack Geller,36,0.027777777777777776
5,1,2,Judy Geller,Jack Geller,Judy Geller-Jack Geller,36,0.027777777777777776
5,1,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,36,0.027777777777777776
5,1,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,36,0.027777777777777776
5,1,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,36,0.027777777777777776
5,1,2,Judy Geller,Phoebe Buffay,Judy Geller-Phoebe Buffay,36,0.027777777777777776
5,1,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,36,0.027777777777777776
5,1,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,36,0.027777777777777776
5,1,2,Chandler Bing,Judy Geller,Chandler Bing-Judy Geller,36,0.027777777777777776
5,1,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,36,0.027777777777777776
5,1,2,Judy Geller,Monica Geller,Judy Geller-Monica Geller,36,0.027777777777777776
5,1,2,Rachel Green,Judy Geller,Rachel Green-Judy Geller,36,0.027777777777777776
5,1,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
5,1,3,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
5,1,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
5,1,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
5,1,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
5,1,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
5,1,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
5,1,3,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
5,1,3,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
5,1,3,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
5,1,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
5,1,4,Monica Geller,Ross Geller,Monica Geller-Ross Geller,3,0.3333333333333333
5,1,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
5,1,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
5,1,5,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
5,1,5,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
5,1,5,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
5,1,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
5,1,5,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
5,1,6,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
5,1,6,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
5,1,6,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
5,1,7,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,6,0.16666666666666666
5,1,7,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,6,0.16666666666666666
5,1,7,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,6,0.16666666666666666
5,1,7,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
5,1,7,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
5,1,7,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
5,1,8,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
5,2,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
5,2,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
5,2,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
5,2,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
5,2,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
5,2,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
5,2,2,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
5,2,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
5,2,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
5,2,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
5,2,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
5,2,2,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
5,2,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
5,2,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
5,2,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
5,2,2,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
5,2,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
5,2,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
5,2,2,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
5,2,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
5,2,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
5,2,2,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
5,2,2,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
5,2,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
5,2,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
5,2,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
5,2,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
5,2,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
5,2,3,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
5,2,3,Gunther,Monica Geller,Gunther-Monica Geller,21,0.047619047619047616
5,2,3,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
5,2,3,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
5,2,3,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
5,2,3,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
5,2,3,Gunther,Rachel Green,Gunther-Rachel Green,21,0.047619047619047616
5,2,3,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
5,2,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
5,2,3,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
5,2,3,Gunther,Joey Tribbiani,Gunther-Joey Tribbiani,21,0.047619047619047616
5,2,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
5,2,3,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
5,2,3,Gunther,Phoebe Buffay,Gunther-Phoebe Buffay,21,0.047619047619047616
5,2,3,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
5,2,3,Chandler Bing,Gunther,Chandler Bing-Gunther,21,0.047619047619047616
5,2,3,Gunther,#ALL#,Gunther-#ALL#,21,0.047619047619047616
5,2,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
5,2,4,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,10,0.1
5,2,4,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
5,2,4,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
5,2,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
5,2,4,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
5,2,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
5,2,4,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
5,2,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
5,2,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
5,2,5,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
5,2,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
5,2,5,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
5,2,5,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
5,2,5,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
5,2,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
5,2,6,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
5,2,6,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
5,2,6,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
5,2,6,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
5,2,6,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
5,2,6,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
5,2,7,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,15,0.06666666666666667
5,2,7,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,15,0.06666666666666667
5,2,7,Monica Geller,#ALL#,Monica Geller-#ALL#,15,0.06666666666666667
5,2,7,Chandler Bing,#ALL#,Chandler Bing-#ALL#,15,0.06666666666666667
5,2,7,Rachel Green,#ALL#,Rachel Green-#ALL#,15,0.06666666666666667
5,2,7,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
5,2,7,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
5,2,7,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
5,2,7,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
5,2,7,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
5,2,7,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
5,2,7,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
5,2,7,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
5,2,7,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
5,2,7,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
5,2,8,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
5,2,8,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
5,2,8,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
5,2,8,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
5,2,8,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
5,2,8,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
5,2,8,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
5,2,8,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
5,2,8,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
5,2,8,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
5,2,8,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
5,2,8,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
5,2,8,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
5,2,8,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
5,2,8,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
5,2,9,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
5,2,9,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
5,2,9,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
5,2,9,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
5,2,9,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
5,2,9,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
5,2,9,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
5,2,9,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
5,2,9,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
5,2,9,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
5,2,9,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
5,2,9,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
5,2,9,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
5,2,9,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
5,2,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
5,2,9,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
5,2,9,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
5,2,9,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
5,2,9,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
5,2,9,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
5,2,9,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
5,2,10,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,1,1.0
5,3,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
5,3,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
5,3,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
5,3,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
5,3,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
5,3,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
5,3,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
5,3,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
5,3,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
5,3,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
5,3,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
5,3,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
5,3,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
5,3,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
5,3,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
5,3,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,28,0.03571428571428571
5,3,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,28,0.03571428571428571
5,3,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,28,0.03571428571428571
5,3,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,28,0.03571428571428571
5,3,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Rachel Green,Frank Buffay Jr.-Rachel Green,28,0.03571428571428571
5,3,2,Rachel Green,#ALL#,Rachel Green-#ALL#,28,0.03571428571428571
5,3,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,28,0.03571428571428571
5,3,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,28,0.03571428571428571
5,3,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,28,0.03571428571428571
5,3,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Phoebe Buffay,Frank Buffay Jr.-Phoebe Buffay,28,0.03571428571428571
5,3,2,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,28,0.03571428571428571
5,3,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,28,0.03571428571428571
5,3,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,28,0.03571428571428571
5,3,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Ross Geller,Frank Buffay Jr.-Ross Geller,28,0.03571428571428571
5,3,2,Ross Geller,#ALL#,Ross Geller-#ALL#,28,0.03571428571428571
5,3,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,28,0.03571428571428571
5,3,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Monica Geller,Frank Buffay Jr.-Monica Geller,28,0.03571428571428571
5,3,2,Monica Geller,#ALL#,Monica Geller-#ALL#,28,0.03571428571428571
5,3,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Chandler Bing,Frank Buffay Jr.-Chandler Bing,28,0.03571428571428571
5,3,2,Chandler Bing,#ALL#,Chandler Bing-#ALL#,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,Joey Tribbiani,Frank Buffay Jr.-Joey Tribbiani,28,0.03571428571428571
5,3,2,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,28,0.03571428571428571
5,3,2,Frank Buffay Jr.,#ALL#,Frank Buffay Jr.-#ALL#,28,0.03571428571428571
5,3,3,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,3,0.3333333333333333
5,3,3,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
5,3,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
5,3,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
5,3,4,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
5,3,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
5,3,4,Frank Buffay Jr.,Joey Tribbiani,Frank Buffay Jr.-Joey Tribbiani,10,0.1
5,3,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
5,3,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
5,3,4,Frank Buffay Jr.,Phoebe Buffay,Frank Buffay Jr.-Phoebe Buffay,10,0.1
5,3,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
5,3,4,Frank Buffay Jr.,Ross Geller,Frank Buffay Jr.-Ross Geller,10,0.1
5,3,4,Frank Buffay Jr.,Chandler Bing,Frank Buffay Jr.-Chandler Bing,10,0.1
5,3,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,3,0.3333333333333333
5,3,5,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
5,3,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
5,3,6,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,3,0.3333333333333333
5,3,6,Frank Buffay Jr.,Ross Geller,Frank Buffay Jr.-Ross Geller,3,0.3333333333333333
5,3,6,Frank Buffay Jr.,Phoebe Buffay,Frank Buffay Jr.-Phoebe Buffay,3,0.3333333333333333
5,3,8,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
5,3,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,1,1.0
5,3,10,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,3,0.3333333333333333
5,3,10,Monica Geller,Ross Geller,Monica Geller-Ross Geller,3,0.3333333333333333
5,3,10,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
5,3,11,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
5,3,11,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
5,3,11,Frank Buffay Jr.,Phoebe Buffay,Frank Buffay Jr.-Phoebe Buffay,21,0.047619047619047616
5,3,11,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
5,3,11,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
5,3,11,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
5,3,11,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
5,3,11,Frank Buffay Jr.,Rachel Green,Frank Buffay Jr.-Rachel Green,21,0.047619047619047616
5,3,11,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
5,3,11,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
5,3,11,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
5,3,11,Frank Buffay Jr.,Monica Geller,Frank Buffay Jr.-Monica Geller,21,0.047619047619047616
5,3,11,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
5,3,11,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
5,3,11,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
5,3,11,Chandler Bing,Frank Buffay Jr.,Chandler Bing-Frank Buffay Jr.,21,0.047619047619047616
5,3,11,Frank Buffay Jr.,Joey Tribbiani,Frank Buffay Jr.-Joey Tribbiani,21,0.047619047619047616
5,3,11,Frank Buffay Jr.,Ross Geller,Frank Buffay Jr.-Ross Geller,21,0.047619047619047616
5,3,11,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
5,3,11,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
5,3,11,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
5,3,12,Frank Buffay Jr.,Rachel Green,Frank Buffay Jr.-Rachel Green,1,1.0
5,3,13,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,10,0.1
5,3,13,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,10,0.1
5,3,13,Frank Buffay Jr.,Monica Geller,Frank Buffay Jr.-Monica Geller,10,0.1
5,3,13,Rachel Green,Monica Geller,Rachel Green-Monica Geller,10,0.1
5,3,13,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
